grain_ID;grain_R;grain volume;b/a;a;b;c
3759,00;16,93;20310,82502;0,73;20,91061726;15,22776097;15,22776097
3760,00;7,14;1527,527146;0,60;10,00484195;6,037331843;6,037331843
3761,00;20,15;34247,51604;0,64;27,18178653;17,34327999;17,34327999
3762,00;43,36;341453,4767;0,51;67,66557841;34,7086375;34,7086375
3763,00;23,77;56255,02688;0,73;29,34625603;21,39242472;21,39242472
3764,00;15,96;17021,53731;0,80;18,57684657;14,79003115;14,79003115
3765,00;14,10;11753,94966;0,71;17,65661467;12,60648145;12,60648145
3766,00;22,21;45905,14333;0,83;25,11125726;20,89065902;20,89065902
3767,00;33,14;152437,7194;0,85;36,88306708;31,41148023;31,41148023
3768,00;21,85;43701,93721;0,91;23,18731266;21,21196152;21,21196152
3769,00;20,00;33494,84039;0,75;24,15583919;18,19422608;18,19422608
3770,00;16,69;19470,44512;0,61;23,33034795;14,11506971;14,11506971
3771,00;30,87;123221,6717;0,60;43,33978163;26,0528887;26,0528887
3772,00;10,56;4925,676281;0,72;13,09189211;9,477360914;9,477360914
3773,00;8,48;2553,903852;0,46;14,20216877;6,552101738;6,552101738
3774,00;22,39;47020,21794;0,75;27,1860713;20,32005076;20,32005076
3775,00;27,20;84333,13322;0,58;39,28126937;22,63925111;22,63925111
3776,00;34,43;171022,4864;0,58;49,49358612;28,72154793;28,72154793
3777,00;16,93;20310,82502;0,81;19,44663119;15,79055115;15,79055115
3778,00;36,89;210265,48;0,92;38,94404128;35,90204413;35,90204413
3779,00;6,31;1051,305217;0,64;8,449774004;5,450013254;5,450013254
3780,00;18,87;28149,02602;0,44;32,59073438;14,35953274;14,35953274
3781,00;13,53;10372,07306;0,54;20,45776875;11,00168856;11,00168856
3782,00;4,23;317,3566408;0,64;5,708819801;3,64297611;3,64297611
3783,00;15,19;14684,8938;0,75;18,41994304;13,7958022;13,7958022
3784,00;36,70;207045,9928;0,45;62,85005902;28,04376151;28,04376151
3785,00;32,44;143010,3054;0,32;69,85820062;22,10704345;22,10704345
3786,00;39,89;265961,5203;0,78;47,1778203;36,68564531;36,68564531
3787,00;28,35;95445,59158;0,40;52,32448307;20,86801591;20,86801591
3788,00;24,43;61075,31402;0,58;34,94555814;20,42643418;20,42643418
3789,00;13,31;9868,902008;0,91;14,14456344;12,90610933;12,90610933
3790,00;20,73;37313,36815;0,83;23,4644411;19,48421059;19,48421059
3791,00;16,69;19470,44512;0,73;20,51342596;15,05305111;15,05305111
3792,00;11,97;7180,961044;0,81;13,74291231;11,16882775;11,16882775
3793,00;7,98;2127,692162;0,84;8,951631927;7,53284418;7,53284418
3794,00;12,62;8410,44174;0,81;14,55970879;11,74326211;11,74326211
3795,00;25,43;68866,63581;0,83;28,78846778;23,89741106;23,89741106
3796,00;21,67;42613,95378;0,98;22,02313256;21,49275382;21,49275382
3797,00;10,56;4925,676281;0,25;26,29001824;6,687952574;6,687952574
3798,00;14,93;13931,91641;0,48;24,35502124;11,68602656;11,68602656
3799,00;15,45;15450,96808;0,96;15,84201779;15,25907806;15,25907806
3800,00;10,65;5058,201304;0,49;17,1013342;8,403084928;8,403084928
3801,00;32,29;140987,5478;0,59;45,74781797;27,1244463;27,1244463
3802,00;26,46;77624,32227;0,68;34,31742601;23,23792004;23,23792004
3803,00;25,70;71103,49552;0,96;26,4611687;25,32775289;25,32775289
3804,00;13,53;10372,07306;0,37;26,17852108;9,725589279;9,725589279
3805,00;16,69;19470,44512;0,74;20,36436727;15,1080417;15,1080417
3806,00;6,31;1051,305217;0,64;8,449774004;5,450013254;5,450013254
3807,00;17,95;24235,74354;0,70;22,7361422;15,9523798;15,9523798
3808,00;36,67;206587,4192;0,71;46,07345309;32,71766106;32,71766106
3809,00;4,89;488,6025119;0,39;9,131582813;3,574049079;3,574049079
3810,00;47,12;438207,8147;0,47;77,63769171;36,70789216;36,70789216
3811,00;30,22;115585,3665;0,68;39,21497074;26,52657473;26,52657473
3812,00;15,52;15644,507;0,83;17,57838938;14,57629322;14,57629322
3813,00;18,87;28149,02602;0,74;23,02796765;17,08282045;17,08282045
3814,00;24,47;61380,94492;0,89;26,40228885;23,55872004;23,55872004
3815,00;11,46;6302,309535;0,63;15,63911166;9,808430517;9,808430517
3816,00;15,45;15450,96808;0,77;18,31722797;14,19069506;14,19069506
3817,00;15,45;15450,96808;0,81;17,82945271;14,38349865;14,38349865
3818,00;12,30;7787,610372;0,89;13,32843479;11,81049845;11,81049845
3819,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
3820,00;8,46;2538,853126;0,62;11,59661002;7,229511581;7,229511581
3821,00;27,39;86039,09856;0,71;34,27890823;24,47880037;24,47880037
3822,00;11,28;6018,022223;0,78;13,31770579;10,38646784;10,38646784
3823,00;6,91;1381,976598;0,70;8,795219067;6,124670219;6,124670219
3824,00;28,35;95445,59158;0,91;30,13415697;27,49819006;27,49819006
3825,00;24,59;62300,88298;0,92;25,91330207;23,95749562;23,95749562
3826,00;16,75;19679,42908;0,75;20,20067706;15,25032082;15,25032082
3827,00;10,93;5462,742159;0,77;12,98935849;10,01998785;10,01998785
3828,00;32,04;137771,1802;0,92;33,77570561;31,20560949;31,20560949
3829,00;24,27;59857,88849;0,83;27,40163791;22,8364257;22,8364257
3830,00;10,17;4407,464687;0,78;11,97357955;9,374284161;9,374284161
3831,00;17,16;21162,95941;0,86;18,93077966;16,3365236;16,3365236
3832,00;16,51;18847,97413;0,77;19,70254145;15,11217273;15,11217273
3833,00;17,16;21162,95941;0,43;30,19744099;12,93477338;12,93477338
3834,00;30,25;115963,3022;0,73;37,31985026;27,23616999;27,23616999
3835,00;30,77;122065,8712;0,53;47,14970891;24,86069783;24,86069783
3836,00;29,85;111455,3314;0,77;35,56965432;27,35056465;27,35056465
3837,00;24,83;64154,38808;0,81;28,49969384;23,18188684;23,18188684
3838,00;7,46;1741,489552;0,51;11,61688976;5,982341459;5,982341459
3839,00;54,48;677387,3173;0,96;55,93720071;53,7679974;53,7679974
3840,00;45,18;386282,3522;0,37;88,08195444;32,35673244;32,35673244
3841,00;12,46;8097,029658;0,76;14,94068075;11,37452756;11,37452756
3842,00;8,92;2973,540194;0,95;9,259617519;8,755804943;8,755804943
3843,00;11,63;6590,937531;0,53;17,79860711;9,40234721;9,40234721
3844,00;23,26;52727,50025;0,53;35,43437764;18,84785282;18,84785282
3845,00;10,17;4407,464687;0,88;11,03955581;9,76279829;9,76279829
3846,00;7,46;1741,489552;0,69;9,577290045;6,588625336;6,588625336
3847,00;19,75;32252,83784;0,38;37,83880916;14,26497227;14,26497227
3848,00;34,03;165032,0533;0,78;40,27934549;31,27509549;31,27509549
3849,00;15,71;16229,91908;0,68;20,37439519;13,79023;13,79023
3850,00;18,73;27510,86041;0,63;25,45919101;16,06147708;16,06147708
3851,00;16,45;18641,9865;0,44;28,38916468;12,52060985;12,52060985
3852,00;10,17;4407,464687;0,74;12,43729711;9,197866703;9,197866703
3853,00;61,42;970378,8578;0,61;85,32294534;52,10668432;52,10668432
3854,00;16,21;17825,62325;0,88;17,60178279;15,54890207;15,54890207
3855,00;10,17;4407,464687;0,37;19,64306794;7,31889399;7,31889399
3856,00;23,77;56255,02688;0,40;43,53534314;17,56367441;17,56367441
3857,00;24,75;63534,54165;0,76;29,65636247;22,61526627;22,61526627
3858,00;27,06;82976,5845;0,82;30,86546423;25,33360915;25,33360915
3859,00;11,63;6590,937531;0,79;13,60038513;10,75607173;10,75607173
3860,00;32,65;145858,2541;0,91;34,89059411;31,59126514;31,59126514
3861,00;11,28;6018,022223;0,72;14,0592546;10,10884276;10,10884276
3862,00;32,29;140987,5478;0,84;36,38672702;30,41407254;30,41407254
3863,00;45,49;394215,6261;0,82;51,76532321;42,63862075;42,63862075
3864,00;16,93;20310,82502;0,75;20,47462856;15,38903764;15,38903764
3865,00;17,16;21162,95941;0,68;22,10770651;15,11722405;15,11722405
3866,00;20,15;34247,51604;0,60;28,4355077;16,95663769;16,95663769
3867,00;17,39;22026,68842;0,81;19,99912822;16,21529176;16,21529176
3868,00;13,85;11134,65194;0,34;28,66189816;9,630338309;9,630338309
3869,00;10,93;5462,742159;0,90;11,76125205;10,53014298;10,53014298
3870,00;17,22;21377,81078;0,79;20,12410899;15,92498307;15,92498307
3871,00;17,62;22901,85833;0,76;21,18448868;16,06504936;16,06504936
3872,00;11,88;7031,878359;0,37;23,06035801;8,532147357;8,532147357
3873,00;6,91;1381,976598;0,61;9,653290181;5,846128526;5,846128526
3874,00;18,28;25594,56478;0,88;19,87501344;17,53379216;17,53379216
3875,00;19,95;33245,19003;0,81;23,00258165;18,57512798;18,57512798
3876,00;9,77;3908,820095;0,81;11,21321642;9,122490805;9,122490805
3877,00;10,93;5462,742159;0,79;12,81167159;10,08923291;10,08923291
3878,00;6,91;1381,976598;0,46;11,62590435;5,327122294;5,327122294
3879,00;24,18;59252,24661;0,84;27,26141124;22,77896247;22,77896247
3880,00;11,28;6018,022223;0,57;16,47154178;9,339324443;9,339324443
3881,00;11,28;6018,022223;0,60;15,83349628;9,525640271;9,525640271
3882,00;27,06;82976,5845;0,45;46,29311426;20,68594061;20,68594061
3883,00;31,29;128271,886;0,53;47,5813524;25,36898225;25,36898225
3884,00;38,06;230877,1195;0,70;48,44875831;33,72910501;33,72910501
3885,00;44,04;357841,5364;0,45;75,06846241;33,73434716;33,73434716
3886,00;13,89;11229,00893;0,83;15,7380121;13,05123085;13,05123085
3887,00;11,63;6590,937531;0,68;15,10674957;10,20572303;10,20572303
3888,00;25,07;66025,91827;0,75;30,4121083;22,76615331;22,76615331
3889,00;16,93;20310,82502;0,91;18,02773667;16,40018983;16,40018983
3890,00;18,92;28385,24089;0,70;24,03225758;16,79208803;16,79208803
3891,00;8,46;2538,853126;0,73;10,42648359;7,624397883;7,624397883
3892,00;21,11;39405,4103;0,82;24,00414769;19,79659403;19,79659403
3893,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
3894,00;33,76;161218,8279;0,40;62,16742306;24,8818199;24,8818199
3895,00;18,50;26514,07599;0,52;28,47263971;14,91008356;14,91008356
3896,00;8,92;2973,540194;0,35;18,08677315;6,264869895;6,264869895
3897,00;15,19;14684,8938;0,92;16,03419946;14,78657054;14,78657054
3898,00;22,92;50418,47628;0,65;30,50238499;19,86477519;19,86477519
3899,00;19,39;30540,52741;0,68;25,00019125;17,07742144;17,07742144
3900,00;18,92;28385,24089;0,66;24,84498557;16,51515344;16,51515344
3901,00;17,16;21162,95941;0,65;22,82937622;14,8763666;14,8763666
3902,00;9,77;3908,820095;0,54;14,74646497;7,954897256;7,954897256
3903,00;13,82;11055,81279;0,84;15,52425503;13,03904094;13,03904094
3904,00;19,54;31270,56078;0,60;27,53344292;16,46619558;16,46619558
3905,00;18,50;26514,07599;0,79;21,56175961;17,13372704;17,13372704
3906,00;21,48;41535,15192;0,66;28,35135315;18,70151118;18,70151118
3907,00;22,57;48144,17778;0,86;24,91278074;21,47911976;21,47911976
3908,00;10,56;4925,676281;0,79;12,33634967;9,763269851;9,763269851
3909,00;20,34;35259,71755;0,60;28,48593685;17,19015752;17,19015752
3910,00;21,48;41535,15192;0,74;26,36483354;19,39327162;19,39327162
3911,00;52,47;605184,7301;0,58;75,43464053;43,7637233;43,7637233
3912,00;23,60;55070,73508;0,48;38,37404205;18,50961385;18,50961385
3913,00;24,35;60465,57993;0,64;32,69451765;21,01223936;21,01223936
3914,00;35,40;185863,7309;0,48;58,06566863;27,64351756;27,64351756
3915,00;23,56;54775,97684;0,72;29,39176155;21,0929806;21,0929806
3916,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
3917,00;23,30;53018,54398;0,50;37,13356682;18,46231941;18,46231941
3918,00;9,46;3548,15511;0,55;14,03992191;7,767381703;7,767381703
3919,00;25,23;67283,53392;0,71;31,74045153;22,49590876;22,49590876
3920,00;15,96;17021,53731;0,62;21,91042921;13,61851154;13,61851154
3921,00;15,32;15066,30784;0,94;15,92427837;15,02897055;15,02897055
3922,00;18,71;27444,34232;0,69;23,93079505;16,54640101;16,54640101
3923,00;18,55;26745,63914;0,44;32,24576692;14,07167612;14,07167612
3924,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
3925,00;14,38;12466,19268;0,72;17,93876177;12,88031196;12,88031196
3926,00;10,56;4925,676281;0,77;12,60926592;9,657033247;9,657033247
3927,00;17,04;20735,43306;0,65;22,60870756;14,79702413;14,79702413
3928,00;17,62;22901,85833;0,56;25,94255275;14,51726161;14,51726161
3929,00;15,19;14684,8938;0,62;20,79423331;12,98433298;12,98433298
3930,00;35,96;194784,2607;0,82;40,98039152;33,68562226;33,68562226
3931,00;22,92;50418,47628;0,88;24,94630939;21,96581904;21,96581904
3932,00;15,77;16426,64402;0,63;21,46604163;13,51618522;13,51618522
3933,00;37,00;212112,6079;0,78;43,68535377;34,04638521;34,04638521
3934,00;26,80;80620,34071;0,74;32,61461212;24,29248264;24,29248264
3935,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
3936,00;11,63;6590,937531;0,38;22,29072776;8,401699981;8,401699981
3937,00;15,96;17021,53731;0,48;26,04827685;12,49009053;12,49009053
3938,00;29,35;105904,8064;0,85;32,79130689;27,76733295;27,76733295
3939,00;11,28;6018,022223;0,74;13,73745502;10,22655709;10,22655709
3940,00;22,03;44799,02537;0,89;23,78663991;21,20427506;21,20427506
3941,00;25,70;71103,49552;0,75;31,25091083;23,30611212;23,30611212
3942,00;5,98;897,6201309;0,54;9,03923044;4,868960578;4,868960578
3943,00;17,16;21162,95941;0,86;18,91840381;16,34186616;16,34186616
3944,00;24,71;63225,37145;0,88;26,99831252;23,64466036;23,64466036
3945,00;19,54;31270,56078;0,65;26,01583448;16,93965846;16,93965846
3946,00;24,59;62300,88298;0,65;32,69936276;21,32716612;21,32716612
3947,00;17,84;23788,32154;0,39;33,62543359;12,99581884;12,99581884
3948,00;8,92;2973,540194;0,66;11,75698331;7,770422821;7,770422821
3949,00;24,91;64776,23734;0,78;29,29963546;22,97377935;22,97377935
3950,00;20,27;34867,80414;0,69;25,86141837;17,9408008;17,9408008
3951,00;14,10;11753,94966;0,94;14,68926823;13,82125653;13,82125653
3952,00;20,54;36281,69912;0,84;23,1561106;19,34045542;19,34045542
3953,00;19,54;31270,56078;0,75;23,57979426;17,79317804;17,79317804
3954,00;5,82;823,8671914;0,63;7,872746411;4,998286755;4,998286755
3955,00;14,38;12466,19268;0,82;16,440311;13,4545011;13,4545011
3956,00;20,54;36281,69912;0,95;21,28278429;20,17368719;20,17368719
3957,00;19,95;33245,19003;0,79;23,30975066;18,45233333;18,45233333
3958,00;25,31;67915,30166;0,71;31,8939171;22,54683475;22,54683475
3959,00;10,17;4407,464687;0,79;11,86464432;9,417220827;9,417220827
3960,00;82,73;2371491,051;0,41;150,9383877;61,24442859;61,24442859
3961,00;9,46;3548,15511;0,73;11,68899927;8,512719595;8,512719595
3962,00;20,00;33494,84039;0,82;22,79460489;18,72960495;18,72960495
3963,00;12,30;7787,610372;0,64;16,56029178;10,59555745;10,59555745
3964,00;11,63;6590,937531;0,83;13,19082995;10,92177517;10,92177517
3965,00;20,15;34247,51604;0,78;23,85862389;18,51175265;18,51175265
3966,00;29,28;105171,9029;0,79;34,35869785;27,03256233;27,03256233
3967,00;17,62;22901,85833;0,51;27,45452288;14,11185505;14,11185505
3968,00;18,39;26052,96814;0,98;18,62836238;18,27245751;18,27245751
3969,00;51,17;561135,3905;0,73;63,05480564;46,09251756;46,09251756
3970,00;16,75;19679,42908;0,83;18,93828934;15,75039933;15,75039933
3971,00;13,23;9703,040283;0,63;17,94911179;11,36025634;11,36025634
3972,00;19,75;32252,83784;0,90;21,24437921;19,03783854;19,03783854
3973,00;13,23;9703,040283;0,90;14,19565934;12,77414461;12,77414461
3974,00;6,91;1381,976598;0,54;10,37479291;5,639184729;5,639184729
3975,00;5,09;550,9330862;0,77;6,078542823;4,651632352;4,651632352
3976,00;36,83;209343,9373;0,51;57,35815854;29,5180925;29,5180925
3977,00;21,11;39405,4103;0,70;26,87828166;18,70823738;18,70823738
3978,00;23,77;56255,02688;0,57;34,71484008;19,66884143;19,66884143
3979,00;24,83;64154,38808;0,85;27,60986639;23,55248448;23,55248448
3980,00;19,34;30298,46316;0,67;25,15597345;16,95685988;16,95685988
3981,00;7,46;1741,489552;0,51;11,61688976;5,982341459;5,982341459
3982,00;12,93;9049,045146;0,39;24,17003335;9,454062041;9,454062041
3983,00;13,23;9703,040283;0,69;17,00775137;11,67041133;11,67041133
3984,00;40,56;279538,7961;0,80;47,12093777;37,63308125;37,63308125
3985,00;19,54;31270,56078;0,80;22,68843494;18,13933079;18,13933079
3986,00;20,34;35259,71755;0,70;25,86833646;18,03893358;18,03893358
3987,00;42,24;315771,1806;0,45;72,09485854;32,33626042;32,33626042
3988,00;11,97;7180,961044;0,81;13,74291231;11,16882775;11,16882775
3989,00;19,75;32252,83784;0,70;25,03726271;17,53663402;17,53663402
3990,00;10,56;4925,676281;0,65;14,04290866;9,15082169;9,15082169
3991,00;17,04;20735,43306;0,76;20,4637453;15,55319759;15,55319759
3992,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
3993,00;17,62;22901,85833;0,78;20,76892769;16,2249744;16,2249744
3994,00;37,24;216288,2832;0,81;42,71015464;34,77015447;34,77015447
3995,00;8,92;2973,540194;0,83;10,11394743;8,377843743;8,377843743
3996,00;26,01;73688,92177;0,75;31,58740159;23,59933935;23,59933935
3997,00;8,58;2645,369929;0,76;10,31111185;7,826113691;7,826113691
3998,00;12,93;9049,045146;0,87;14,22374127;12,32395633;12,32395633
3999,00;18,06;24685,93596;0,91;19,29691385;17,47577986;17,47577986
4000,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
4001,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
4002,00;11,28;6018,022223;0,74;13,76999985;10,21446492;10,21446492
4003,00;24,59;62300,88298;0,60;34,38842348;20,79680708;20,79680708
4004,00;16,93;20310,82502;0,46;28,33490094;13,08153262;13,08153262
4005,00;12,62;8410,44174;0,63;17,20314448;10,80341801;10,80341801
4006,00;12,93;9049,045146;0,59;18,34974061;10,85030904;10,85030904
4007,00;39,49;258022,7029;0,86;43,7655416;37,51617059;37,51617059
4008,00;23,26;52727,50025;0,49;37,57729177;18,30254773;18,30254773
4009,00;20,54;36281,69912;0,81;23,678482;19,12593061;19,12593061
4010,00;17,16;21162,95941;0,73;21,14817196;15,45636903;15,45636903
4011,00;28,30;94959,59284;0,37;54,71978145;20,35414857;20,35414857
4012,00;17,50;22462,85263;0,87;19,26164059;16,68558785;16,68558785
4013,00;16,08;17422,03392;0,71;20,26525433;14,32613679;14,32613679
4014,00;30,68;120913,7074;0,86;33,90845453;29,17692144;29,17692144
4015,00;26,91;81627,38839;0,78;31,76580854;24,76815685;24,76815685
4016,00;37,21;215822,9805;0,61;51,64826435;31,58469391;31,58469391
4017,00;9,36;3430,542792;0,57;13,66383833;7,741957062;7,741957062
4018,00;24,75;63534,54165;0,78;29,33113013;22,74030303;22,74030303
4019,00;38,47;238530,1216;0,64;52,07424329;33,06860132;33,06860132
4020,00;13,23;9703,040283;0,78;15,66812174;12,15909198;12,15909198
4021,00;12,69;8568,6293;0,64;17,06390501;10,94894213;10,94894213
4022,00;12,38;7941,817706;0,66;16,28927504;10,78859212;10,78859212
4023,00;27,57;87756,41444;0,75;33,50196324;25,00690831;25,00690831
4024,00;19,75;32252,83784;0,58;28,40776089;16,46346179;16,46346179
4025,00;9,36;3430,542792;0,56;13,77457059;7,710775901;7,710775901
4026,00;21,85;43701,93721;0,79;25,54938494;20,20765017;20,20765017
4027,00;22,03;44799,02537;0,87;24,14088746;21,04812249;21,04812249
4028,00;12,30;7787,610372;0,80;14,3029343;11,40105999;11,40105999
4029,00;24,10;58648,66127;0,55;36,06048548;19,70466076;19,70466076
4030,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
4031,00;13,24;9726,557964;0,58;19,0467656;11,04141329;11,04141329
4032,00;4,89;488,6025119;0,74;5,957798479;4,424769363;4,424769363
4033,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
4034,00;43,79;351802,8691;0,54;65,77705199;35,73289319;35,73289319
4035,00;16,93;20310,82502;0,71;21,17905478;15,13094982;15,13094982
4036,00;11,97;7180,961044;0,77;14,23124553;10,9755306;10,9755306
4037,00;34,89;177955,3133;0,95;36,00838182;34,34862627;34,34862627
4038,00;29,59;108483,2883;0,60;41,37105698;25,02008653;25,02008653
4039,00;13,53;10372,07306;0,67;17,68298401;11,83343152;11,83343152
4040,00;14,93;13931,91641;0,83;16,94733678;14,00910516;14,00910516
4041,00;6,31;1051,305217;0,73;7,796807945;5,673638839;5,673638839
4042,00;8,92;2973,540194;0,53;13,57643644;7,231022396;7,231022396
4043,00;38,65;241904,38;0,59;54,78688347;32,46678335;32,46678335
4044,00;7,98;2127,692162;0,55;11,91047784;6,530485951;6,530485951
4045,00;14,93;13931,91641;0,61;20,85448269;12,62878049;12,62878049
4046,00;11,72;6736,859063;0,78;13,82643935;10,785226;10,785226
4047,00;13,53;10372,07306;0,67;17,70731627;11,82529836;11,82529836
4048,00;18,92;28385,24089;0,75;22,89823069;17,20287463;17,20287463
4049,00;26,61;78951,21597;0,86;29,36905339;25,33320471;25,33320471
4050,00;14,93;13931,91641;0,71;18,73797312;13,32293225;13,32293225
4051,00;19,75;32252,83784;0,76;23,69260054;18,02740833;18,02740833
4052,00;51,30;565618,4828;0,73;63,29754078;46,18745929;46,18745929
4053,00;11,72;6736,859063;0,75;14,14896268;10,66159364;10,66159364
4054,00;4,89;488,6025119;0,74;5,957798479;4,424769363;4,424769363
4055,00;11,28;6018,022223;0,74;13,76999985;10,21446492;10,21446492
4056,00;8,46;2538,853126;0,88;9,196730497;8,118162757;8,118162757
4057,00;19,95;33245,19003;0,66;26,42095181;17,33188807;17,33188807
4058,00;28,21;94031,59728;0,61;39,00752149;23,98934685;23,98934685
4059,00;19,95;33245,19003;0,90;21,34855291;19,28128101;19,28128101
4060,00;16,02;17221,39751;0,65;21,34543666;13,87833509;13,87833509
4061,00;18,71;27444,34232;0,94;19,55920731;18,30233433;18,30233433
4062,00;24,75;63534,54165;0,84;27,81946847;23,3499649;23,3499649
4063,00;17,16;21162,95941;0,69;22,07543452;15,12826991;15,12826991
4064,00;5,64;752,2527779;0,68;7,27446478;4,968634752;4,968634752
4065,00;22,43;47300,37761;0,67;29,21528734;19,65997305;19,65997305
4066,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
4067,00;31,54;131413,1522;0,55;47,02041266;25,83044533;25,83044533
4068,00;9,03;3082,419335;0,37;17,5401832;6,477158027;6,477158027
4069,00;24,02;58029,46367;0,60;33,94960189;20,20052379;20,20052379
4070,00;15,45;15450,96808;0,58;22,19239765;12,8923305;12,8923305
4071,00;11,28;6018,022223;0,84;12,70145448;10,63544977;10,63544977
4072,00;4,89;488,6025119;0,74;5,957798479;4,424769363;4,424769363
4073,00;3,99;265,9615203;0,55;5,920832418;3,274716546;3,274716546
4074,00;31,03;125156,056;0,79;36,42148411;28,64196506;28,64196506
4075,00;13,82;11055,81279;0,66;18,20493171;12,04083226;12,04083226
4076,00;8,46;2538,853126;0,79;9,92903826;7,813055187;7,813055187
4077,00;11,72;6736,859063;0,79;13,72325652;10,8256962;10,8256962
4078,00;28,49;96866,60329;0,46;47,8278733;21,98883376;21,98883376
4079,00;7,46;1741,489552;0,48;12,25717236;5,823994893;5,823994893
4080,00;23,09;51568,6803;0,66;30,59297126;20,06032084;20,06032084
4081,00;14,38;12466,19268;0,71;18,03790558;12,84486542;12,84486542
4082,00;10,93;5462,742159;0,62;15,00694057;9,322125924;9,322125924
4083,00;21,48;41535,15192;0,76;25,76106152;19,61921921;19,61921921
4084,00;15,45;15450,96808;0,82;17,5952964;14,47888936;14,47888936
4085,00;20,97;38616,44023;0,83;23,71288709;19,71739774;19,71739774
4086,00;24,43;61075,31402;0,93;25,70394176;23,81708932;23,81708932
4087,00;24,10;58648,66127;0,79;28,14184029;22,30532215;22,30532215
4088,00;39,22;252611,4705;0,49;62,90059739;30,96384208;30,96384208
4089,00;32,78;147494,0382;0,47;54,02707783;25,52919903;25,52919903
4090,00;55,27;707226,5521;0,96;56,76833902;54,53582412;54,53582412
4091,00;41,67;303183,2414;0,57;60,92179193;34,46846607;34,46846607
4092,00;13,96;11403,10017;0,69;17,85899419;12,34635235;12,34635235
4093,00;12,30;7787,610372;0,65;16,38218147;10,65300023;10,65300023
4094,00;7,46;1741,489552;0,75;9,013960551;6,791384287;6,791384287
4095,00;14,10;11753,94966;0,67;18,43943124;12,33598544;12,33598544
4096,00;11,63;6590,937531;0,73;14,31018632;10,48592263;10,48592263
4097,00;12,30;7787,610372;0,88;13,43476483;11,76366825;11,76366825
4098,00;29,89;111828,7158;0,81;34,33049823;27,88639092;27,88639092
4099,00;14,66;13192,26783;0,69;18,70796481;12,97484424;12,97484424
4100,00;21,85;43701,93721;0,79;25,55456512;20,20560192;20,20560192
4101,00;26,91;81627,38839;0,77;31,9920442;24,68042595;24,68042595
4102,00;26,01;73688,92177;0,61;36,09708113;22,07601871;22,07601871
4103,00;34,49;171884,0595;0,77;40,91477815;31,66893044;31,66893044
4104,00;9,36;3430,542792;0,73;11,53032141;8,427842466;8,427842466
4105,00;21,30;40465,61049;0,77;25,4083606;19,4989139;19,4989139
4106,00;16,21;17825,62325;0,52;25,01700457;13,04248672;13,04248672
4107,00;39,09;250164,4861;0,59;55,49970919;32,80372555;32,80372555
4108,00;15,83;16624,15746;0,78;18,74592084;14,55030604;14,55030604
4109,00;48,27;470998,1149;0,65;64,24747521;41,83475665;41,83475665
4110,00;5,64;752,2527779;0,68;7,27446478;4,968634752;4,968634752
4111,00;11,97;7180,961044;0,92;12,61616939;11,65690414;11,65690414
4112,00;5,64;752,2527779;1,00;5,641895835;5,641895835;5,641895835
4113,00;9,57;3667,081599;0,56;14,10440863;7,878409332;7,878409332
4114,00;65,86;1196378,409;0,56;96,9349046;54,28125562;54,28125562
4115,00;15,19;14684,8938;0,61;21,16790232;12,86921893;12,86921893
4116,00;32,16;139376,2713;0,47;53,23899837;24,99972193;24,99972193
4117,00;7,46;1741,489552;0,71;9,403707371;6,649156867;6,649156867
4118,00;15,71;16229,91908;0,51;24,62365773;12,54404461;12,54404461
4119,00;20,92;38354,63441;0,81;24,15875245;19,46827029;19,46827029
4120,00;4,89;488,6025119;0,74;5,957798479;4,424769363;4,424769363
4121,00;7,46;1741,489552;0,75;9,013960551;6,791384287;6,791384287
4122,00;33,62;159113,2439;0,92;35,53645176;32,69428388;32,69428388
4123,00;16,21;17825,62325;0,70;20,56487468;14,38517082;14,38517082
4124,00;21,62;42343,38951;0,46;36,22002082;16,70606463;16,70606463
4125,00;43,06;334431,8989;0,65;57,14452218;37,37853191;37,37853191
4126,00;10,17;4407,464687;0,72;12,63107602;9,127039743;9,127039743
4127,00;31,82;134977,2265;0,94;33,05717139;31,22145228;31,22145228
4128,00;14,18;11930,69893;0,61;19,64128652;12,04214003;12,04214003
4129,00;28,46;96510,6943;0,95;29,46997251;27,96105475;27,96105475
4130,00;14,10;11753,94966;0,67;18,36871341;12,35970882;12,35970882
4131,00;18,87;28162,31904;0,68;24,44282597;16,58495107;16,58495107
4132,00;23,94;57447,68835;0,74;29,26723753;21,64716902;21,64716902
4133,00;35,01;179702,8209;0,69;44,681342;30,98632262;30,98632262
4134,00;16,69;19470,44512;0,56;24,62983718;13,73766321;13,73766321
4135,00;23,85;56850,31506;0,46;39,9157493;18,43953607;18,43953607
4136,00;38,16;232782,5642;0,56;56,32666537;31,41043122;31,41043122
