a,b,c
30.21840322,23.37895272,23.37895272
8.200689895,6.539995058,6.539995058
15.68795355,14.94885581,14.94885581
53.83222998,29.86430984,29.86430984
39.16517745,29.31541351,29.31541351
23.56697074,18.35135869,18.35135869
23.32170898,19.81456002,19.81456002
14.65037131,8.474728622,8.474728622
21.31505458,18.34786724,18.34786724
10.29801368,6.353885726,6.353885726
24.9148887,16.76607868,16.76607868
14.18924754,12.33892687,12.33892687
14.88584958,8.88795435,8.88795435
16.51229131,10.50606021,10.50606021
13.9730013,10.72851411,10.72851411
13.19415905,5.155986333,5.155986333
19.94658331,12.78667864,12.78667864
22.88984979,20.81335662,20.81335662
23.98682752,17.08734427,17.08734427
31.54302836,22.56619824,22.56619824
35.70250974,32.79028994,32.79028994
43.9883593,26.10267587,26.10267587
5.708819801,3.64297611,3.64297611
16.43728159,13.84205045,13.84205045
25.70973326,19.89220037,19.89220037
26.72464339,14.30326213,14.30326213
23.52121693,19.46068076,19.46068076
17.50400047,15.23654251,15.23654251
31.24839025,13.22748362,13.22748362
16.36830864,11.59070627,11.59070627
40.71121211,26.4164821,26.4164821
33.75376689,31.48758569,31.48758569
11.12631577,9.724659983,9.724659983
19.58279074,15.40658357,15.40658357
29.05709337,24.27903237,24.27903237
40.9469512,34.31962192,34.31962192
44.90016078,25.79631561,25.79631561
13.86250489,8.204605057,8.204605057
75.35410602,37.75964443,37.75964443
11.76125205,10.53014298,10.53014298
12.1555562,9.303849964,9.303849964
23.00269972,15.41706318,15.41706318
34.04962521,17.50450652,17.50450652
5.708819801,3.64297611,3.64297611
17.93383383,13.61835198,13.61835198
29.89466892,15.5394518,15.5394518
24.25211468,17.88638075,17.88638075
29.02562292,19.66560174,19.66560174
24.03125535,13.6086035,13.6086035
17.03196097,11.66211409,11.66211409
36.28393909,25.56974909,25.56974909
14.60536266,10.37942083,10.37942083
100.0302262,34.51039393,34.51039393
39.66556342,34.6336885,34.6336885
20.14093375,6.354858414,6.354858414
24.49238695,13.92349653,13.92349653
30.23549861,14.72053322,14.72053322
27.77369386,16.84110539,16.84110539
15.68345361,7.713610133,7.713610133
27.58346625,23.67767929,23.67767929
5.920832418,3.274716546,3.274716546
19.85786026,8.505823445,8.505823445
25.2361962,21.59064775,21.59064775
39.55171669,22.92464593,22.92464593
14.31074612,9.306523214,9.306523214
10.7239052,9.905436834,9.905436834
29.12631479,20.99816944,20.99816944
8.936577451,4.160611819,4.160611819
22.46760385,16.34369676,16.34369676
53.01277358,30.50123098,30.50123098
19.64775209,14.38131673,14.38131673
24.65441869,14.60437299,14.60437299
18.29483223,13.1205249,13.1205249
19.716524,13.67786671,13.67786671
17.79908807,9.814046351,9.814046351
20.58259555,17.53653852,17.53653852
16.66593252,13.74676839,13.74676839
21.77010662,19.94661596,19.94661596
11.54589072,7.841134091,7.841134091
8.449774004,5.450013254,5.450013254
27.04745985,20.85520087,20.85520087
155.5753755,61.64837375,61.64837375
44.16986658,30.28834788,30.28834788
20.95076611,15.52901611,15.52901611
33.28873241,29.95939236,29.95939236
44.92704989,26.58376933,26.58376933
42.89939806,19.71185029,19.71185029
18.64240455,10.76480355,10.76480355
12.51762838,3.787708672,3.787708672
14.13614981,10.08131116,10.08131116
22.98825983,13.29541927,13.29541927
35.19235114,23.19127519,23.19127519
29.09469052,20.80019544,20.80019544
84.12399676,37.88666995,37.88666995
33.77991382,23.12200091,23.12200091
12.01906784,6.193742648,6.193742648
8.449774004,5.450013254,5.450013254
33.80402317,23.41371948,23.41371948
65.10447593,38.26694578,38.26694578
11.43033238,8.464624286,8.464624286
10.58161428,10.54174885,10.54174885
24.26292681,21.63721208,21.63721208
32.51709583,19.02049189,19.02049189
71.3496275,40.23082559,40.23082559
13.10717463,6.225232117,6.225232117
40.8979717,36.55953372,36.55953372
15.27864503,12.31309392,12.31309392
11.62894823,5.868983554,5.868983554
5.957798479,4.424769363,4.424769363
33.3608816,25.74543526,25.74543526
38.56352221,35.28460999,35.28460999
17.26430332,13.87990829,13.87990829
49.15777648,28.78320942,28.78320942
33.76998999,28.06988628,28.06988628
21.56835083,14.36459283,14.36459283
28.78328854,16.60542133,16.60542133
16.23125126,9.84585176,9.84585176
32.91778426,27.52170152,27.52170152
17.96785016,9.767848657,9.767848657
20.47427517,10.27194783,10.27194783
14.57762609,7.495380983,7.495380983
26.28740813,13.01151618,13.01151618
33.41859108,26.3056273,26.3056273
13.05635974,7.920016057,7.920016057
33.60693777,26.03869182,26.03869182
24.48066035,15.86905528,15.86905528
22.5875172,21.49175057,21.49175057
56.59418847,33.55772157,33.55772157
29.23434776,27.29389109,27.29389109
28.34794226,22.33815687,22.33815687
30.56102453,19.84570808,19.84570808
19.60710896,11.78312226,11.78312226
17.68884311,15.51059086,15.51059086
34.90026236,25.74117606,25.74117606
19.00732986,16.30359352,16.30359352
26.10744514,8.438701321,8.438701321
5.957798479,4.424769363,4.424769363
14.3029343,11.40105999,11.40105999
40.67247622,33.9688319,33.9688319
16.54004069,13.12261393,13.12261393
22.72354188,17.0525584,17.0525584
13.1378807,9.460758827,9.460758827
38.10929548,21.86334367,21.86334367
38.08423469,33.39939183,33.39939183
16.16881792,15.10408454,15.10408454
11.96816776,6.514727554,6.514727554
19.78876119,16.3012533,16.3012533
34.67038907,23.90309375,23.90309375
5.920832418,3.274716546,3.274716546
43.59414508,21.2297236,21.2297236
28.55113164,16.33574553,16.33574553
29.59301996,21.52768503,21.52768503
9.919921404,7.155763468,7.155763468
25.77731749,19.61303199,19.61303199
17.07798436,9.598668371,9.598668371
39.50687293,31.86381352,31.86381352
43.65675355,22.03522234,22.03522234
7.897781444,6.46328764,6.46328764
23.72902184,20.70578464,20.70578464
55.84334313,36.34135385,36.34135385
31.49403516,23.0584642,23.0584642
34.17724791,23.28552648,23.28552648
13.52527022,11.2583308,11.2583308
19.80963714,10.62877434,10.62877434
21.19061237,16.37064692,16.37064692
54.91426969,39.35090285,39.35090285
26.44861081,13.25690678,13.25690678
12.51762838,3.787708672,3.787708672
55.42262987,22.93027473,22.93027473
26.43908272,14.10285718,14.10285718
20.6101999,9.497661797,9.497661797
11.40514063,8.47396749,8.47396749
22.12022591,16.91605796,16.91605796
21.80663629,9.324408948,9.324408948
14.4116878,12.24333267,12.24333267
47.17945039,37.23392237,37.23392237
60.16303586,26.76850355,26.76850355
38.80930698,29.28074837,29.28074837
16.72150963,13.34089209,13.34089209
24.48589315,8.713644304,8.713644304
22.63065965,20.11481361,20.11481361
22.70877333,15.81396443,15.81396443
40.71835173,30.13895311,30.13895311
38.86048899,23.67325784,23.67325784
74.27527536,27.46526755,27.46526755
30.68212097,23.73336824,23.73336824
25.68209811,23.34906513,23.34906513
9.131582813,3.574049079,3.574049079
5.920832418,3.274716546,3.274716546
20.76493353,15.91347503,15.91347503
62.96479695,41.14409722,41.14409722
48.97917506,25.72512836,25.72512836
5.957798479,4.424769363,4.424769363
34.93187261,25.35021624,25.35021624
44.40695213,22.79910691,22.79910691
35.0449699,16.16410911,16.16410911
44.97506703,39.11276637,39.11276637
5.920832418,3.274716546,3.274716546
18.19863251,15.63804333,15.63804333
15.53261568,10.94045803,10.94045803
29.57066493,21.08558172,21.08558172
35.49336794,25.71265454,25.71265454
23.1049044,17.97510526,17.97510526
16.92511493,11.04460026,11.04460026
10.58161428,10.54174885,10.54174885
46.51801417,24.39525707,24.39525707
13.67879456,10.72519951,10.72519951
35.83404129,29.4110799,29.4110799
9.131582813,3.574049079,3.574049079
32.91940825,23.32063815,23.32063815
28.9061662,17.06474733,17.06474733
23.21536157,14.45212641,14.45212641
25.59564667,21.56207358,21.56207358
29.7287989,20.52040345,20.52040345
12.14301512,6.007348665,6.007348665
15.93501914,12.56705528,12.56705528
44.4608766,26.00373909,26.00373909
38.8590595,23.67369326,23.67369326
28.80570777,22.8349152,22.8349152
8.951631927,7.53284418,7.53284418
54.62698154,28.29648227,28.29648227
29.54524103,28.64279612,28.64279612
26.60813586,14.05798498,14.05798498
15.79440283,10.63456654,10.63456654
11.63281718,11.11322577,11.11322577
13.00763612,10.50953254,10.50953254
28.6440363,15.12394194,15.12394194
13.92823817,8.185221651,8.185221651
15.67225039,10.45878656,10.45878656
14.06744278,13.26724962,13.26724962
58.00451053,21.43574395,21.43574395
32.56544926,20.09266739,20.09266739
10.93212427,9.951813554,9.951813554
5.957798479,4.424769363,4.424769363
10.71044339,8.141208491,8.141208491
8.951631927,7.53284418,7.53284418
44.39475603,30.0202819,30.0202819
50.57496123,32.67180756,32.67180756
28.32487102,17.7338876,17.7338876
33.6870963,20.59608155,20.59608155
92.59170484,37.55884906,37.55884906
14.55970879,11.74326211,11.74326211
27.60025786,16.57457251,16.57457251
8.298463759,4.651989701,4.651989701
53.68572043,27.99277157,27.99277157
13.22296253,9.619092664,9.619092664
20.14072419,15.31360347,15.31360347
12.75879708,10.110117,10.110117
44.27179645,31.60188567,31.60188567
14.83319103,11.19542302,11.19542302
103.8925051,36.76464077,36.76464077
73.08720996,58.07204528,58.07204528
69.48562005,35.35963929,35.35963929
38.88694438,16.15378769,16.15378769
68.75903533,34.34953783,34.34953783
35.94751414,17.24866735,17.24866735
8.795219067,6.124670219,6.124670219
17.01022314,15.09241947,15.09241947
15.38408719,11.42429036,11.42429036
5.641895835,5.641895835,5.641895835
44.40691069,24.92408176,24.92408176
15.72144641,13.75866711,13.75866711
18.57817888,14.78950082,14.78950082
29.74041925,13.81860021,13.81860021
61.30255476,38.84214074,38.84214074
11.16346028,8.565203782,8.565203782
43.00352522,29.64202728,29.64202728
59.82822738,44.65087839,44.65087839
42.75519008,37.8842115,37.8842115
41.37575371,33.60163008,33.60163008
21.38263359,19.98395682,19.98395682
31.46820679,21.74036337,21.74036337
60.60687279,49.24733087,49.24733087
79.51441744,36.75855378,36.75855378
23.13479428,16.54097566,16.54097566
20.73779927,14.64942089,14.64942089
17.92124236,12.51306072,12.51306072
46.1789409,38.63386483,38.63386483
5.708819801,3.64297611,3.64297611
42.41510284,29.45055205,29.45055205
18.32647517,13.83093783,13.83093783
24.32696719,20.70913957,20.70913957
32.25056287,21.39552726,21.39552726
31.89830036,27.24628142,27.24628142
8.579851754,4.57506958,4.57506958
27.86624508,22.6452524,22.6452524
14.22412544,9.575208947,9.575208947
12.51762838,3.787708672,3.787708672
22.97953029,20.50350791,20.50350791
30.20567964,22.29946134,22.29946134
29.64081298,23.49694014,23.49694014
61.88576131,29.78205799,29.78205799
38.79528463,29.79146509,29.79146509
20.61859895,14.6917055,14.6917055
5.957798479,4.424769363,4.424769363
51.71762854,36.47414684,36.47414684
20.48736137,18.48919325,18.48919325
23.91077607,9.505177619,9.505177619
26.2381462,22.62402072,22.62402072
20.62521273,12.78371921,12.78371921
7.287726793,5.002843642,5.002843642
29.44212699,24.22799502,24.22799502
10.58161428,10.54174885,10.54174885
17.36663927,4.892808749,4.892808749
27.96309244,22.14620802,22.14620802
17.78411841,14.04025287,14.04025287
20.18521419,16.14037492,16.14037492
19.57994046,10.50391961,10.50391961
24.08717401,14.62928591,14.62928591
20.23170747,18.60564401,18.60564401
14.18577776,12.77859296,12.77859296
37.29977434,29.00160343,29.00160343
30.40330747,26.14718202,26.14718202
33.72731641,20.37482341,20.37482341
17.5401832,6.477158027,6.477158027
24.84623285,19.78308171,19.78308171
11.62590435,5.327122294,5.327122294
23.64521369,17.76854672,17.76854672
45.26658605,35.18172247,35.18172247
14.47416254,10.88304082,10.88304082
13.85588287,11.46902381,11.46902381
27.24981129,24.7326836,24.7326836
15.17855662,10.29364505,10.29364505
34.91881005,25.40248305,25.40248305
28.33118023,16.23271623,16.23271623
32.47306833,22.44888127,22.44888127
90.54272832,53.33890922,53.33890922
5.957798479,4.424769363,4.424769363
12.21073014,9.813361824,9.813361824
14.82401894,9.84463476,9.84463476
16.38664479,9.363486078,9.363486078
51.18176092,30.28121578,30.28121578
50.96189686,28.12648278,28.12648278
16.92080555,8.558705566,8.558705566
15.54516235,9.613575865,9.613575865
15.2533871,10.60141498,10.60141498
26.80563491,23.08890531,23.08890531
5.920832418,3.274716546,3.274716546
29.03312498,18.0005896,18.0005896
69.40611087,41.53225403,41.53225403
32.02489886,20.96304856,20.96304856
8.449774004,5.450013254,5.450013254
12.92059651,7.961517127,7.961517127
52.92162721,30.52748566,30.52748566
15.67133709,14.1762838,14.1762838
21.25101181,16.95663858,16.95663858
43.90046153,38.45741487,38.45741487
31.08170544,14.27057668,14.27057668
21.91751578,12.97292416,12.97292416
15.27008963,11.89422856,11.89422856
24.71745592,20.02911282,20.02911282
7.27446478,4.968634752,4.968634752
13.42449365,7.271828788,7.271828788
8.795219067,6.124670219,6.124670219
57.91435398,25.88042255,25.88042255
19.64469476,10.48659342,10.48659342
19.41829269,17.4210759,17.4210759
60.12255921,32.98348176,32.98348176
19.10319518,14.92536809,14.92536809
20.32982435,16.39925973,16.39925973
26.05675603,17.77881583,17.77881583
34.14420217,18.56175923,18.56175923
8.579851754,4.57506958,4.57506958
16.99117794,12.07193074,12.07193074
80.20977123,36.30853308,36.30853308
41.90946228,22.09441199,22.09441199
33.03583974,18.87056677,18.87056677
20.68779407,11.99404077,11.99404077
31.36809347,16.14455848,16.14455848
13.29598306,7.848323379,7.848323379
14.10517596,13.67923402,13.67923402
20.1691024,11.08013861,11.08013861
42.31941086,27.65506042,27.65506042
26.91663141,16.39289442,16.39289442
44.4488767,32.56830024,32.56830024
14.56292829,11.74196397,11.74196397
27.71181063,22.477722,22.477722
12.07045971,7.668858005,7.668858005
15.04405806,12.82938915,12.82938915
21.40477427,10.40289671,10.40289671
19.16276119,10.23613618,10.23613618
14.32644473,10.47997095,10.47997095
15.69055671,12.56230411,12.56230411
24.09341381,21.06884889,21.06884889
10.50313567,6.954254888,6.954254888
37.91268005,20.05045467,20.05045467
28.97154483,28.04450673,28.04450673
9.92903826,7.813055187,7.813055187
9.653290181,5.846128526,5.846128526
20.48278324,17.57921425,17.57921425
15.0956506,8.825975365,8.825975365
22.9908835,18.30045264,18.30045264
45.18114002,36.81775398,36.81775398
23.50525042,16.97929079,16.97929079
6.976606697,3.29539418,3.29539418
27.50578258,21.8627168,21.8627168
20.4311784,13.77105347,13.77105347
17.74978158,11.81114422,11.81114422
22.96122603,10.72144931,10.72144931
18.55178698,14.53909063,14.53909063
22.78007433,17.5340971,17.5340971
7.33063245,6.069338462,6.069338462
32.89463999,20.04540243,20.04540243
28.16542904,12.57024101,12.57024101
46.85381182,28.92318658,28.92318658
13.27613508,7.312346639,7.312346639
43.67444715,26.64067091,26.64067091
9.950627183,5.937141334,5.937141334
22.05705298,18.25320225,18.25320225
24.41326932,22.20432537,22.20432537
74.96941522,38.38005264,38.38005264
5.920832418,3.274716546,3.274716546
39.66135736,36.19823139,36.19823139
22.20431268,14.6232936,14.6232936
29.24466283,27.07996467,27.07996467
15.43422506,8.256722748,8.256722748
14.7448586,13.48360753,13.48360753
46.26025334,29.85774763,29.85774763
55.66473612,39.3257567,39.3257567
50.29211889,24.49932468,24.49932468
33.10422823,17.07458991,17.07458991
32.48939871,11.20229048,11.20229048
22.28984123,17.72586707,17.72586707
26.97844848,20.15477175,20.15477175
30.38551795,20.40968359,20.40968359
8.795219067,6.124670219,6.124670219
5.920832418,3.274716546,3.274716546
24.90995414,11.24421034,11.24421034
46.56456716,27.30770231,27.30770231
23.09265879,13.03146221,13.03146221
14.83986605,11.19290486,11.19290486
8.449774004,5.450013254,5.450013254
38.78195126,33.30018555,33.30018555
26.37307144,23.10031851,23.10031851
17.43272791,14.72769581,14.72769581
47.16664838,23.63197989,23.63197989
19.92110219,10.22707206,10.22707206
27.26804521,22.42667924,22.42667924
16.21432341,12.35774028,12.35774028
29.53961864,19.9560773,19.9560773
31.03019149,21.07796906,21.07796906
15.85478106,10.61429793,10.61429793
27.42984958,15.45504935,15.45504935
23.14738123,14.84862972,14.84862972
9.653290181,5.846128526,5.846128526
35.70195722,26.47298646,26.47298646
21.83101546,19.42343497,19.42343497
61.53216765,45.51114939,45.51114939
11.66287766,11.61519307,11.61519307
53.14699273,34.30458319,34.30458319
29.9029194,26.98704689,26.98704689
29.67714007,22.60734816,22.60734816
37.2514628,25.18988579,25.18988579
46.65254482,30.61952021,30.61952021
24.33595725,12.92203369,12.92203369
13.91604235,9.315279263,9.315279263
5.641895835,5.641895835,5.641895835
24.43174514,18.29333929,18.29333929
19.35517495,14.82789515,14.82789515
30.49518415,22.3563468,22.3563468
144.1265114,56.43362928,56.43362928
22.4532312,18.80098839,18.80098839
14.9321616,13.50224004,13.50224004
46.94259551,31.29203772,31.29203772
72.21936503,30.31560114,30.31560114
38.82342673,22.03373766,22.03373766
21.10381114,12.88874569,12.88874569
25.11348755,20.19088494,20.19088494
44.06854141,32.2587601,32.2587601
71.11195032,38.15742943,38.15742943
7.28647941,6.303848223,6.303848223
53.96880857,40.7613253,40.7613253
61.36834207,39.6116882,39.6116882
63.05809426,37.34366824,37.34366824
18.75811328,7.683049349,7.683049349
12.56760462,9.150058305,9.150058305
21.02758342,15.18534962,15.18534962
79.76519509,42.0970507,42.0970507
45.61433483,35.90104827,35.90104827
24.20160043,11.72300856,11.72300856
25.77959207,18.32995858,18.32995858
13.34318581,6.739764429,6.739764429
21.55248513,18.90126995,18.90126995
11.43168887,7.281473715,7.281473715
24.80469983,18.42163283,18.42163283
17.36582696,10.75269591,10.75269591
8.449774004,5.450013254,5.450013254
22.27672616,14.21223404,14.21223404
22.27653485,16.56173196,16.56173196
49.99889701,27.5631373,27.5631373
20.49760662,11.43601804,11.43601804
8.449774004,5.450013254,5.450013254
20.15977582,19.24335009,19.24335009
5.920832418,3.274716546,3.274716546
31.53550539,24.65327308,24.65327308
30.92449362,20.65824579,20.65824579
37.0957004,18.62377141,18.62377141
24.03293019,16.79185305,16.79185305
27.26037668,19.62431309,19.62431309
42.98804099,22.9373542,22.9373542
36.61884738,21.91817858,21.91817858
24.49482034,18.00043399,18.00043399
22.35306909,15.03402661,15.03402661
12.99519934,9.51255445,9.51255445
71.48255494,35.02122469,35.02122469
19.81805422,12.69366334,12.69366334
29.79453044,25.99480361,25.99480361
42.19684089,25.53034878,25.53034878
24.79662236,19.34710886,19.34710886
33.136756,25.43995904,25.43995904
67.76110845,41.48998637,41.48998637
14.01675234,8.664159048,8.664159048
14.86306852,7.923631986,7.923631986
18.48130963,15.1744055,15.1744055
22.72336088,14.30234838,14.30234838
17.48660498,13.42031394,13.42031394
5.755990254,3.824849411,3.824849411
48.75596389,32.50803098,32.50803098
17.73227116,10.6410116,10.6410116
41.51520589,26.99347997,26.99347997
36.77961101,27.25634857,27.25634857
40.17821819,29.52153796,29.52153796
14.22374127,12.32395633,12.32395633
16.51247744,14.19237268,14.19237268
22.04281726,17.53349272,17.53349272
16.77250796,14.82977424,14.82977424
14.07893782,9.261232872,9.261232872
27.26240677,22.83663043,22.83663043
13.20071903,8.927941222,8.927941222
49.85691547,31.59123396,31.59123396
10.61510576,5.574987231,5.574987231
33.69023042,22.54786718,22.54786718
71.05462083,35.15307994,35.15307994
81.59694983,32.08251615,32.08251615
15.31366331,13.94065135,13.94065135
21.41930696,16.73886348,16.73886348
16.12514159,9.878193399,9.878193399
20.43709546,17.59885273,17.59885273
21.88639518,18.17937202,18.17937202
32.54755085,27.82282739,27.82282739
23.59784685,14.33452441,14.33452441
24.57273843,24.42000235,24.42000235
73.24178317,38.9307095,38.9307095
13.98271974,8.674696506,8.674696506
67.89836573,40.09353636,40.09353636
19.97974206,16.85942105,16.85942105
23.89453971,17.39869444,17.39869444
12.63679635,6.340034176,6.340034176
27.77865535,17.65809685,17.65809685
33.88326517,23.18672516,23.18672516
27.57338455,22.06944058,22.06944058
29.67312269,23.10257714,23.10257714
11.7725955,10.52506861,10.52506861
22.91642963,20.53171683,20.53171683
17.72456442,12.58229383,12.58229383
34.47471303,16.51898248,16.51898248
54.11946886,31.25329339,31.25329339
8.795219067,6.124670219,6.124670219
25.60219571,16.53949972,16.53949972
23.92945168,21.91599581,21.91599581
29.89915853,19.83572765,19.83572765
37.55655555,15.61427205,15.61427205
9.131582813,3.574049079,3.574049079
8.890645247,7.558636347,7.558636347
19.69925924,14.36250319,14.36250319
12.33634967,9.763269851,9.763269851
21.75759471,12.44660766,12.44660766
48.61599817,30.28278503,30.28278503
26.35930929,20.19421508,20.19421508
9.577290045,6.588625336,6.588625336
29.62818088,14.36074849,14.36074849
22.79809775,18.44794402,18.44794402
23.08879279,11.67924616,11.67924616
20.79130601,15.9033792,15.9033792
18.64591531,18.10246499,18.10246499
30.58549386,23.77082845,23.77082845
32.58387132,16.76344516,16.76344516
22.15296372,14.64023166,14.64023166
58.0685365,48.74067676,48.74067676
32.21757207,22.95380917,22.95380917
41.85471983,23.67817909,23.67817909
15.83340064,13.70993868,13.70993868
39.48039192,21.48034804,21.48034804
16.62762346,9.490671418,9.490671418
33.11690859,17.9707037,17.9707037
45.2807828,39.46445516,39.46445516
40.33740457,26.19763016,26.19763016
13.66338893,9.76971357,9.76971357
21.1371355,6.644395429,6.644395429
8.795219067,6.124670219,6.124670219
62.80757679,58.80015524,58.80015524
26.83018113,16.94056378,16.94056378
37.3611227,28.27949636,28.27949636
11.5242311,7.25217883,7.25217883
11.88436917,7.141450281,7.141450281
53.72231458,31.13570933,31.13570933
24.46077887,18.55068578,18.55068578
30.72870969,28.43533002,28.43533002
41.36644498,28.03341327,28.03341327
45.97194274,35.61988611,35.61988611
33.09065758,21.40957012,21.40957012
34.22405364,23.46763814,23.46763814
10.35819088,4.922414147,4.922414147
24.10799898,12.6774904,12.6774904
31.82996674,27.15203771,27.15203771
42.38945548,31.65791118,31.65791118
22.98833413,16.30331123,16.30331123
27.53438065,14.49593435,14.49593435
41.18924033,28.66784353,28.66784353
16.72873433,15.21886731,15.21886731
8.579851754,4.57506958,4.57506958
43.86370154,14.05228228,14.05228228
21.53002672,18.62092478,18.62092478
14.40629358,11.80562457,11.80562457
5.920832418,3.274716546,3.274716546
8.449774004,5.450013254,5.450013254
10.64180173,7.546870581,7.546870581
39.78471586,19.71539233,19.71539233
12.2636684,9.396028196,9.396028196
36.09003644,21.88307789,21.88307789
9.131582813,3.574049079,3.574049079
16.09840213,11.5841904,11.5841904
24.06837977,20.03435274,20.03435274
22.28486453,19.43524907,19.43524907
22.25605647,17.44929481,17.44929481
11.96816776,6.514727554,6.514727554
41.45623379,25.79955411,25.79955411
48.04109791,20.63630938,20.63630938
14.13614981,10.08131116,10.08131116
8.951631927,7.53284418,7.53284418
17.07097344,12.53133285,12.53133285
11.47939789,9.573936914,9.573936914
32.42485739,29.78962733,29.78962733
27.72731568,20.12074702,20.12074702
17.8504912,9.388672876,9.388672876
28.61818789,17.88724905,17.88724905
25.70669633,21.453831,21.453831
19.37453941,16.14835177,16.14835177
12.89440462,9.549661581,9.549661581
24.12677786,13.58163726,13.58163726
23.1254057,13.8725759,13.8725759
29.05344585,11.82650069,11.82650069
10.89298395,5.928005284,5.928005284
18.38874506,6.67361379,6.67361379
62.57992038,32.35911591,32.35911591
10.50313567,6.954254888,6.954254888
40.26760517,27.07077166,27.07077166
14.37462517,7.02739455,7.02739455
35.23552168,32.66003031,32.66003031
9.971755804,6.456992987,6.456992987
21.49131001,14.70659697,14.70659697
17.04692892,9.607407636,9.607407636
22.50296879,17.28094439,17.28094439
7.897781444,6.46328764,6.46328764
39.62018231,32.00036383,32.00036383
19.32360498,18.09880364,18.09880364
39.81039232,27.05543956,27.05543956
38.37542522,16.59138085,16.59138085
35.79730342,29.78141677,29.78141677
34.68847002,21.72019868,21.72019868
39.96666944,34.97241184,34.97241184
78.2026928,59.72539668,59.72539668
33.12306028,16.28518554,16.28518554
47.58016805,29.10886242,29.10886242
22.44850158,18.52021326,18.52021326
18.33386408,16.93570562,16.93570562
28.20735018,24.08658451,24.08658451
67.18506739,38.07303086,38.07303086
48.85053571,23.181961,23.181961
13.92823817,8.185221651,8.185221651
14.95821505,6.365530417,6.365530417
5.920832418,3.274716546,3.274716546
16.40181305,11.06417841,11.06417841
21.8644984,15.20106919,15.20106919
22.30478595,13.49758453,13.49758453
33.31376945,24.38493401,24.38493401
29.9044297,21.11497459,21.11497459
8.936577451,4.160611819,4.160611819
72.36917183,20.78684444,20.78684444
59.82184271,47.21370601,47.21370601
16.69741228,15.96443201,15.96443201
15.55148725,11.89120424,11.89120424
5.641895835,5.641895835,5.641895835
16.55700357,13.0183738,13.0183738
22.50408732,10.82979738,10.82979738
34.59513689,27.54719032,27.54719032
47.11094528,21.17069511,21.17069511
27.0025104,20.1457898,20.1457898
69.65500017,36.54527486,36.54527486
11.62590435,5.327122294,5.327122294
16.82644195,14.62052501,14.62052501
24.35313089,19.45648629,19.45648629
28.07442836,22.5611343,22.5611343
65.91488243,35.02690447,35.02690447
23.47320118,19.20937981,19.20937981
60.67531993,30.07765936,30.07765936
13.90507782,11.10350951,11.10350951
12.75879708,10.110117,10.110117
35.34014359,27.80590826,27.80590826
26.41288532,13.83043921,13.83043921
19.64667354,17.94937906,17.94937906
25.06918458,18.05926747,18.05926747
39.85028224,24.1779681,24.1779681
48.96545534,38.94147829,38.94147829
15.44625891,9.188600959,9.188600959
30.3237703,22.79928992,22.79928992
44.40632126,25.04994011,25.04994011
25.71586417,20.64361769,20.64361769
49.08066292,34.47337035,34.47337035
17.33451942,10.35623507,10.35623507
27.41045943,18.4015405,18.4015405
27.3123827,18.05960002,18.05960002
17.13674237,10.62073142,10.62073142
26.37977363,23.15648164,23.15648164
5.920832418,3.274716546,3.274716546
92.00353221,39.08948516,39.08948516
28.85158685,22.92850791,22.92850791
5.920832418,3.274716546,3.274716546
8.449774004,5.450013254,5.450013254
20.02138505,12.54204533,12.54204533
42.76516897,35.60425351,35.60425351
31.10644253,14.51299134,14.51299134
5.957798479,4.424769363,4.424769363
27.35254052,21.92387398,21.92387398
12.14435986,7.211267197,7.211267197
17.79162942,12.93346079,12.93346079
18.96961038,13.41828591,13.41828591
25.28389546,21.81868441,21.81868441
26.02233007,18.75821583,18.75821583
18.35171405,13.5524597,13.5524597
79.66041512,33.50046784,33.50046784
12.63249486,6.926756467,6.926756467
12.6702058,10.64855686,10.64855686
39.60620913,17.58123651,17.58123651
36.04341143,24.76886199,24.76886199
37.53458129,32.98120474,32.98120474
24.90815281,23.22018112,23.22018112
18.34769337,11.04410965,11.04410965
24.22137331,10.76336894,10.76336894
30.84616903,20.64502985,20.64502985
8.449774004,5.450013254,5.450013254
64.62868529,51.29905824,51.29905824
16.99682718,10.25150124,10.25150124
11.23988029,9.111663942,9.111663942
16.20429095,13.94120807,13.94120807
18.29201981,8.443649846,8.443649846
52.40222835,41.64309616,41.64309616
11.1736881,8.561282809,8.561282809
24.20362076,22.30028348,22.30028348
42.13927473,26.297187,26.297187
7.27446478,4.968634752,4.968634752
11.38390771,8.626036881,8.626036881
21.58832315,16.82364574,16.82364574
25.9288473,15.96378805,15.96378805
22.16165396,13.38210498,13.38210498
25.18545406,22.35627247,22.35627247
30.99194268,8.645402403,8.645402403
37.126548,30.10951697,30.10951697
19.83217578,13.97747393,13.97747393
63.06441622,33.49880054,33.49880054
25.23780395,16.88297584,16.88297584
34.13943057,17.04258468,17.04258468
39.98880707,28.55396402,28.55396402
5.920832418,3.274716546,3.274716546
52.59697396,31.76954468,31.76954468
17.39948796,11.5382881,11.5382881
57.4069833,27.53645533,27.53645533
13.62392056,12.13987031,12.13987031
11.54589072,7.841134091,7.841134091
15.61884872,5.968047719,5.968047719
27.50482413,20.26205842,20.26205842
23.89079065,19.04075841,19.04075841
33.88029804,20.95217849,20.95217849
46.7437248,35.67446982,35.67446982
38.57007862,26.44089628,26.44089628
44.53211903,22.28344419,22.28344419
14.89219754,9.357970081,9.357970081
10.38176304,8.881811665,8.881811665
